id,contract,venue,desk,trader,bid,ask,spread,filled,status,trendSeed,updatedAt
37614,Cotton Nov 26,Singapore,D-2874,Luca Perez,66.10,66.30,0.20,41,Filled,23,4s ago
37615,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,67.80,68.05,0.25,54,Monitoring,24,5s ago
37616,Wheat Mar 26,Sao Paulo,D-628,Noah Park,69.50,69.55,0.05,67,At risk,25,1s ago
37617,Copper May 26,Chicago,D-844,Iris Chen,71.20,71.30,0.10,80,Open,26,2s ago
37618,Nickel Jul 26,Singapore,D-1071,Sofia Bell,72.90,73.05,0.15,93,Filled,27,3s ago
37619,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,74.60,74.80,0.20,10,Monitoring,28,4s ago
37620,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,76.30,76.55,0.25,23,At risk,29,5s ago
37621,Cocoa Jan 26,Chicago,D-251,Maya Chen,78.00,78.05,0.05,36,Open,12,1s ago
37622,Cotton Mar 26,Singapore,D-628,Noah Park,79.70,79.80,0.10,49,Filled,13,2s ago
37623,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,81.40,81.55,0.15,62,Monitoring,14,3s ago
37624,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,83.10,83.30,0.20,75,At risk,15,4s ago
37625,Copper Sep 26,Chicago,D-1563,Theo Ivanov,84.80,85.05,0.25,88,Open,16,5s ago
37626,Nickel Nov 26,Singapore,D-2874,Luca Perez,86.50,86.55,0.05,8,Filled,17,1s ago
37627,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,88.20,88.30,0.10,18,Monitoring,18,2s ago
37628,Lithium Mar 26,Sao Paulo,D-628,Noah Park,89.90,90.05,0.15,31,At risk,19,3s ago
37629,Cocoa May 26,Chicago,D-844,Iris Chen,91.60,91.80,0.20,44,Open,20,4s ago
37630,Cotton Jul 26,Singapore,D-1071,Sofia Bell,61.30,61.55,0.25,57,Filled,21,5s ago
37631,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,63.00,63.05,0.05,70,Monitoring,22,1s ago
37632,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,64.70,64.80,0.10,83,At risk,23,2s ago
37633,Copper Jan 26,Chicago,D-251,Maya Chen,66.40,66.55,0.15,8,Open,24,3s ago
37634,Nickel Mar 26,Singapore,D-628,Noah Park,68.10,68.30,0.20,13,Filled,25,4s ago
37635,Aluminum May 26,Frankfurt,D-844,Iris Chen,69.80,70.05,0.25,26,Monitoring,26,5s ago
37636,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,71.50,71.55,0.05,39,At risk,27,1s ago
37637,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,73.20,73.30,0.10,52,Open,28,2s ago
37638,Cotton Nov 26,Singapore,D-2874,Luca Perez,74.90,75.05,0.15,65,Filled,29,3s ago
37639,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,76.60,76.80,0.20,78,Monitoring,12,4s ago
37640,Wheat Mar 26,Sao Paulo,D-628,Noah Park,78.30,78.55,0.25,91,At risk,13,5s ago
37641,Copper May 26,Chicago,D-844,Iris Chen,80.00,80.05,0.05,8,Open,14,1s ago
37642,Nickel Jul 26,Singapore,D-1071,Sofia Bell,81.70,81.80,0.10,21,Filled,15,2s ago
37643,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,83.40,83.55,0.15,34,Monitoring,16,3s ago
37644,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,85.10,85.30,0.20,47,At risk,17,4s ago
37645,Cocoa Jan 26,Chicago,D-251,Maya Chen,86.80,87.05,0.25,60,Open,18,5s ago
37646,Cotton Mar 26,Singapore,D-628,Noah Park,88.50,88.55,0.05,73,Filled,19,1s ago
37647,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,90.20,90.30,0.10,86,Monitoring,20,2s ago
37648,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,91.90,92.05,0.15,8,At risk,21,3s ago
37649,Copper Sep 26,Chicago,D-1563,Theo Ivanov,61.60,61.80,0.20,16,Open,22,4s ago
37650,Nickel Nov 26,Singapore,D-2874,Luca Perez,63.30,63.55,0.25,29,Filled,23,5s ago
37651,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,65.00,65.05,0.05,42,Monitoring,24,1s ago
37652,Lithium Mar 26,Sao Paulo,D-628,Noah Park,66.70,66.80,0.10,55,At risk,25,2s ago
37653,Cocoa May 26,Chicago,D-844,Iris Chen,68.40,68.55,0.15,68,Open,26,3s ago
37654,Cotton Jul 26,Singapore,D-1071,Sofia Bell,70.10,70.30,0.20,81,Filled,27,4s ago
37655,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,71.80,72.05,0.25,94,Monitoring,28,5s ago
37656,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,73.50,73.55,0.05,11,At risk,29,1s ago
37657,Copper Jan 26,Chicago,D-251,Maya Chen,75.20,75.30,0.10,24,Open,12,2s ago
37658,Nickel Mar 26,Singapore,D-628,Noah Park,76.90,77.05,0.15,37,Filled,13,3s ago
37659,Aluminum May 26,Frankfurt,D-844,Iris Chen,78.60,78.80,0.20,50,Monitoring,14,4s ago
37660,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,80.30,80.55,0.25,63,At risk,15,5s ago
37661,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,82.00,82.05,0.05,76,Open,16,1s ago
37662,Cotton Nov 26,Singapore,D-2874,Luca Perez,83.70,83.80,0.10,89,Filled,17,2s ago
37663,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,85.40,85.55,0.15,8,Monitoring,18,3s ago
37664,Wheat Mar 26,Sao Paulo,D-628,Noah Park,87.10,87.30,0.20,19,At risk,19,4s ago
37665,Copper May 26,Chicago,D-844,Iris Chen,88.80,89.05,0.25,32,Open,20,5s ago
37666,Nickel Jul 26,Singapore,D-1071,Sofia Bell,90.50,90.55,0.05,45,Filled,21,1s ago
37667,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,60.20,60.30,0.10,58,Monitoring,22,2s ago
37668,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,61.90,62.05,0.15,71,At risk,23,3s ago
37669,Cocoa Jan 26,Chicago,D-251,Maya Chen,63.60,63.80,0.20,84,Open,24,4s ago
37670,Cotton Mar 26,Singapore,D-628,Noah Park,65.30,65.55,0.25,8,Filled,25,5s ago
37671,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,67.00,67.05,0.05,14,Monitoring,26,1s ago
37672,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,68.70,68.80,0.10,27,At risk,27,2s ago
37673,Copper Sep 26,Chicago,D-1563,Theo Ivanov,70.40,70.55,0.15,40,Open,28,3s ago
37674,Nickel Nov 26,Singapore,D-2874,Luca Perez,72.10,72.30,0.20,53,Filled,29,4s ago
37675,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,73.80,74.05,0.25,66,Monitoring,12,5s ago
37676,Lithium Mar 26,Sao Paulo,D-628,Noah Park,75.50,75.55,0.05,79,At risk,13,1s ago
37677,Cocoa May 26,Chicago,D-844,Iris Chen,77.20,77.30,0.10,92,Open,14,2s ago
37678,Cotton Jul 26,Singapore,D-1071,Sofia Bell,78.90,79.05,0.15,9,Filled,15,3s ago
37679,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,80.60,80.80,0.20,22,Monitoring,16,4s ago
37680,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,82.30,82.55,0.25,35,At risk,17,5s ago
37681,Copper Jan 26,Chicago,D-251,Maya Chen,84.00,84.05,0.05,48,Open,18,1s ago
37682,Nickel Mar 26,Singapore,D-628,Noah Park,85.70,85.80,0.10,61,Filled,19,2s ago
37683,Aluminum May 26,Frankfurt,D-844,Iris Chen,87.40,87.55,0.15,74,Monitoring,20,3s ago
37684,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,89.10,89.30,0.20,87,At risk,21,4s ago
37685,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,90.80,91.05,0.25,8,Open,22,5s ago
37686,Cotton Nov 26,Singapore,D-2874,Luca Perez,60.50,60.55,0.05,17,Filled,23,1s ago
37687,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,62.20,62.30,0.10,30,Monitoring,24,2s ago
37688,Wheat Mar 26,Sao Paulo,D-628,Noah Park,63.90,64.05,0.15,43,At risk,25,3s ago
37689,Copper May 26,Chicago,D-844,Iris Chen,65.60,65.80,0.20,56,Open,26,4s ago
37690,Nickel Jul 26,Singapore,D-1071,Sofia Bell,67.30,67.55,0.25,69,Filled,27,5s ago
37691,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,69.00,69.05,0.05,82,Monitoring,28,1s ago
37692,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,70.70,70.80,0.10,95,At risk,29,2s ago
37693,Cocoa Jan 26,Chicago,D-251,Maya Chen,72.40,72.55,0.15,12,Open,12,3s ago
37694,Cotton Mar 26,Singapore,D-628,Noah Park,74.10,74.30,0.20,25,Filled,13,4s ago
37695,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,75.80,76.05,0.25,38,Monitoring,14,5s ago
37696,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,77.50,77.55,0.05,51,At risk,15,1s ago
37697,Copper Sep 26,Chicago,D-1563,Theo Ivanov,79.20,79.30,0.10,64,Open,16,2s ago
37698,Nickel Nov 26,Singapore,D-2874,Luca Perez,80.90,81.05,0.15,77,Filled,17,3s ago
37699,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,82.60,82.80,0.20,90,Monitoring,18,4s ago
37700,Lithium Mar 26,Sao Paulo,D-628,Noah Park,84.30,84.55,0.25,8,At risk,19,5s ago
37701,Cocoa May 26,Chicago,D-844,Iris Chen,86.00,86.05,0.05,20,Open,20,1s ago
37702,Cotton Jul 26,Singapore,D-1071,Sofia Bell,87.70,87.80,0.10,33,Filled,21,2s ago
37703,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,89.40,89.55,0.15,46,Monitoring,22,3s ago
37704,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,91.10,91.30,0.20,59,At risk,23,4s ago
37705,Copper Jan 26,Chicago,D-251,Maya Chen,60.80,61.05,0.25,72,Open,24,5s ago
37706,Nickel Mar 26,Singapore,D-628,Noah Park,62.50,62.55,0.05,85,Filled,25,1s ago
37707,Aluminum May 26,Frankfurt,D-844,Iris Chen,64.20,64.30,0.10,8,Monitoring,26,2s ago
37708,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,65.90,66.05,0.15,15,At risk,27,3s ago
37709,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,67.60,67.80,0.20,28,Open,28,4s ago
37710,Cotton Nov 26,Singapore,D-2874,Luca Perez,69.30,69.55,0.25,41,Filled,29,5s ago
37711,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,71.00,71.05,0.05,54,Monitoring,12,1s ago
37712,Wheat Mar 26,Sao Paulo,D-628,Noah Park,72.70,72.80,0.10,67,At risk,13,2s ago
37713,Copper May 26,Chicago,D-844,Iris Chen,74.40,74.55,0.15,80,Open,14,3s ago
37714,Nickel Jul 26,Singapore,D-1071,Sofia Bell,76.10,76.30,0.20,93,Filled,15,4s ago
37715,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,77.80,78.05,0.25,10,Monitoring,16,5s ago
37716,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,79.50,79.55,0.05,23,At risk,17,1s ago
37717,Cocoa Jan 26,Chicago,D-251,Maya Chen,81.20,81.30,0.10,36,Open,18,2s ago
37718,Cotton Mar 26,Singapore,D-628,Noah Park,82.90,83.05,0.15,49,Filled,19,3s ago
37719,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,84.60,84.80,0.20,62,Monitoring,20,4s ago
37720,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,86.30,86.55,0.25,75,At risk,21,5s ago
37721,Copper Sep 26,Chicago,D-1563,Theo Ivanov,88.00,88.05,0.05,88,Open,22,1s ago
37722,Nickel Nov 26,Singapore,D-2874,Luca Perez,89.70,89.80,0.10,8,Filled,23,2s ago
37723,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,91.40,91.55,0.15,18,Monitoring,24,3s ago
37724,Lithium Mar 26,Sao Paulo,D-628,Noah Park,61.10,61.30,0.20,31,At risk,25,4s ago
37725,Cocoa May 26,Chicago,D-844,Iris Chen,62.80,63.05,0.25,44,Open,26,5s ago
37726,Cotton Jul 26,Singapore,D-1071,Sofia Bell,64.50,64.55,0.05,57,Filled,27,1s ago
37727,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,66.20,66.30,0.10,70,Monitoring,28,2s ago
37728,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,67.90,68.05,0.15,83,At risk,29,3s ago
37729,Copper Jan 26,Chicago,D-251,Maya Chen,69.60,69.80,0.20,8,Open,12,4s ago
37730,Nickel Mar 26,Singapore,D-628,Noah Park,71.30,71.55,0.25,13,Filled,13,5s ago
37731,Aluminum May 26,Frankfurt,D-844,Iris Chen,73.00,73.05,0.05,26,Monitoring,14,1s ago
37732,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,74.70,74.80,0.10,39,At risk,15,2s ago
37733,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,76.40,76.55,0.15,52,Open,16,3s ago
37734,Cotton Nov 26,Singapore,D-2874,Luca Perez,78.10,78.30,0.20,65,Filled,17,4s ago
37735,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,79.80,80.05,0.25,78,Monitoring,18,5s ago
37736,Wheat Mar 26,Sao Paulo,D-628,Noah Park,81.50,81.55,0.05,91,At risk,19,1s ago
37737,Copper May 26,Chicago,D-844,Iris Chen,83.20,83.30,0.10,8,Open,20,2s ago
37738,Nickel Jul 26,Singapore,D-1071,Sofia Bell,84.90,85.05,0.15,21,Filled,21,3s ago
37739,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,86.60,86.80,0.20,34,Monitoring,22,4s ago
37740,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,88.30,88.55,0.25,47,At risk,23,5s ago
37741,Cocoa Jan 26,Chicago,D-251,Maya Chen,90.00,90.05,0.05,60,Open,24,1s ago
37742,Cotton Mar 26,Singapore,D-628,Noah Park,91.70,91.80,0.10,73,Filled,25,2s ago
37743,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,61.40,61.55,0.15,86,Monitoring,26,3s ago
37744,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,63.10,63.30,0.20,8,At risk,27,4s ago
37745,Copper Sep 26,Chicago,D-1563,Theo Ivanov,64.80,65.05,0.25,16,Open,28,5s ago
37746,Nickel Nov 26,Singapore,D-2874,Luca Perez,66.50,66.55,0.05,29,Filled,29,1s ago
37747,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,68.20,68.30,0.10,42,Monitoring,12,2s ago
37748,Lithium Mar 26,Sao Paulo,D-628,Noah Park,69.90,70.05,0.15,55,At risk,13,3s ago
37749,Cocoa May 26,Chicago,D-844,Iris Chen,71.60,71.80,0.20,68,Open,14,4s ago
37750,Cotton Jul 26,Singapore,D-1071,Sofia Bell,73.30,73.55,0.25,81,Filled,15,5s ago
37751,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,75.00,75.05,0.05,94,Monitoring,16,1s ago
37752,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,76.70,76.80,0.10,11,At risk,17,2s ago
37753,Copper Jan 26,Chicago,D-251,Maya Chen,78.40,78.55,0.15,24,Open,18,3s ago
37754,Nickel Mar 26,Singapore,D-628,Noah Park,80.10,80.30,0.20,37,Filled,19,4s ago
37755,Aluminum May 26,Frankfurt,D-844,Iris Chen,81.80,82.05,0.25,50,Monitoring,20,5s ago
37756,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,83.50,83.55,0.05,63,At risk,21,1s ago
37757,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,85.20,85.30,0.10,76,Open,22,2s ago
37758,Cotton Nov 26,Singapore,D-2874,Luca Perez,86.90,87.05,0.15,89,Filled,23,3s ago
37759,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,88.60,88.80,0.20,8,Monitoring,24,4s ago
37760,Wheat Mar 26,Sao Paulo,D-628,Noah Park,90.30,90.55,0.25,19,At risk,25,5s ago
37761,Copper May 26,Chicago,D-844,Iris Chen,60.00,60.05,0.05,32,Open,26,1s ago
37762,Nickel Jul 26,Singapore,D-1071,Sofia Bell,61.70,61.80,0.10,45,Filled,27,2s ago
37763,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,63.40,63.55,0.15,58,Monitoring,28,3s ago
37764,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,65.10,65.30,0.20,71,At risk,29,4s ago
37765,Cocoa Jan 26,Chicago,D-251,Maya Chen,66.80,67.05,0.25,84,Open,12,5s ago
37766,Cotton Mar 26,Singapore,D-628,Noah Park,68.50,68.55,0.05,8,Filled,13,1s ago
37767,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,70.20,70.30,0.10,14,Monitoring,14,2s ago
37768,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,71.90,72.05,0.15,27,At risk,15,3s ago
37769,Copper Sep 26,Chicago,D-1563,Theo Ivanov,73.60,73.80,0.20,40,Open,16,4s ago
37770,Nickel Nov 26,Singapore,D-2874,Luca Perez,75.30,75.55,0.25,53,Filled,17,5s ago
37771,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,77.00,77.05,0.05,66,Monitoring,18,1s ago
37772,Lithium Mar 26,Sao Paulo,D-628,Noah Park,78.70,78.80,0.10,79,At risk,19,2s ago
37773,Cocoa May 26,Chicago,D-844,Iris Chen,80.40,80.55,0.15,92,Open,20,3s ago
37774,Cotton Jul 26,Singapore,D-1071,Sofia Bell,82.10,82.30,0.20,9,Filled,21,4s ago
37775,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,83.80,84.05,0.25,22,Monitoring,22,5s ago
37776,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,85.50,85.55,0.05,35,At risk,23,1s ago
37777,Copper Jan 26,Chicago,D-251,Maya Chen,87.20,87.30,0.10,48,Open,24,2s ago
37778,Nickel Mar 26,Singapore,D-628,Noah Park,88.90,89.05,0.15,61,Filled,25,3s ago
37779,Aluminum May 26,Frankfurt,D-844,Iris Chen,90.60,90.80,0.20,74,Monitoring,26,4s ago
37780,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,60.30,60.55,0.25,87,At risk,27,5s ago
37781,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,62.00,62.05,0.05,8,Open,28,1s ago
37782,Cotton Nov 26,Singapore,D-2874,Luca Perez,63.70,63.80,0.10,17,Filled,29,2s ago
37783,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,65.40,65.55,0.15,30,Monitoring,12,3s ago
37784,Wheat Mar 26,Sao Paulo,D-628,Noah Park,67.10,67.30,0.20,43,At risk,13,4s ago
37785,Copper May 26,Chicago,D-844,Iris Chen,68.80,69.05,0.25,56,Open,14,5s ago
37786,Nickel Jul 26,Singapore,D-1071,Sofia Bell,70.50,70.55,0.05,69,Filled,15,1s ago
37787,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,72.20,72.30,0.10,82,Monitoring,16,2s ago
37788,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,73.90,74.05,0.15,95,At risk,17,3s ago
37789,Cocoa Jan 26,Chicago,D-251,Maya Chen,75.60,75.80,0.20,12,Open,18,4s ago
37790,Cotton Mar 26,Singapore,D-628,Noah Park,77.30,77.55,0.25,25,Filled,19,5s ago
37791,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,79.00,79.05,0.05,38,Monitoring,20,1s ago
37792,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,80.70,80.80,0.10,51,At risk,21,2s ago
37793,Copper Sep 26,Chicago,D-1563,Theo Ivanov,82.40,82.55,0.15,64,Open,22,3s ago
37794,Nickel Nov 26,Singapore,D-2874,Luca Perez,84.10,84.30,0.20,77,Filled,23,4s ago
37795,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,85.80,86.05,0.25,90,Monitoring,24,5s ago
37796,Lithium Mar 26,Sao Paulo,D-628,Noah Park,87.50,87.55,0.05,8,At risk,25,1s ago
37797,Cocoa May 26,Chicago,D-844,Iris Chen,89.20,89.30,0.10,20,Open,26,2s ago
37798,Cotton Jul 26,Singapore,D-1071,Sofia Bell,90.90,91.05,0.15,33,Filled,27,3s ago
37799,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,60.60,60.80,0.20,46,Monitoring,28,4s ago
37800,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,62.30,62.55,0.25,59,At risk,29,5s ago
37801,Copper Jan 26,Chicago,D-251,Maya Chen,64.00,64.05,0.05,72,Open,12,1s ago
37802,Nickel Mar 26,Singapore,D-628,Noah Park,65.70,65.80,0.10,85,Filled,13,2s ago
37803,Aluminum May 26,Frankfurt,D-844,Iris Chen,67.40,67.55,0.15,8,Monitoring,14,3s ago
37804,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,69.10,69.30,0.20,15,At risk,15,4s ago
37805,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,70.80,71.05,0.25,28,Open,16,5s ago
37806,Cotton Nov 26,Singapore,D-2874,Luca Perez,72.50,72.55,0.05,41,Filled,17,1s ago
37807,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,74.20,74.30,0.10,54,Monitoring,18,2s ago
37808,Wheat Mar 26,Sao Paulo,D-628,Noah Park,75.90,76.05,0.15,67,At risk,19,3s ago
37809,Copper May 26,Chicago,D-844,Iris Chen,77.60,77.80,0.20,80,Open,20,4s ago
37810,Nickel Jul 26,Singapore,D-1071,Sofia Bell,79.30,79.55,0.25,93,Filled,21,5s ago
37811,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,81.00,81.05,0.05,10,Monitoring,22,1s ago
37812,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,82.70,82.80,0.10,23,At risk,23,2s ago
37813,Cocoa Jan 26,Chicago,D-251,Maya Chen,84.40,84.55,0.15,36,Open,24,3s ago
37814,Cotton Mar 26,Singapore,D-628,Noah Park,86.10,86.30,0.20,49,Filled,25,4s ago
37815,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,87.80,88.05,0.25,62,Monitoring,26,5s ago
37816,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,89.50,89.55,0.05,75,At risk,27,1s ago
37817,Copper Sep 26,Chicago,D-1563,Theo Ivanov,91.20,91.30,0.10,88,Open,28,2s ago
37818,Nickel Nov 26,Singapore,D-2874,Luca Perez,60.90,61.05,0.15,8,Filled,29,3s ago
37819,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,62.60,62.80,0.20,18,Monitoring,12,4s ago
37820,Lithium Mar 26,Sao Paulo,D-628,Noah Park,64.30,64.55,0.25,31,At risk,13,5s ago
37821,Cocoa May 26,Chicago,D-844,Iris Chen,66.00,66.05,0.05,44,Open,14,1s ago
37822,Cotton Jul 26,Singapore,D-1071,Sofia Bell,67.70,67.80,0.10,57,Filled,15,2s ago
37823,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,69.40,69.55,0.15,70,Monitoring,16,3s ago
37824,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,71.10,71.30,0.20,83,At risk,17,4s ago
37825,Copper Jan 26,Chicago,D-251,Maya Chen,72.80,73.05,0.25,8,Open,18,5s ago
37826,Nickel Mar 26,Singapore,D-628,Noah Park,74.50,74.55,0.05,13,Filled,19,1s ago
37827,Aluminum May 26,Frankfurt,D-844,Iris Chen,76.20,76.30,0.10,26,Monitoring,20,2s ago
37828,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,77.90,78.05,0.15,39,At risk,21,3s ago
37829,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,79.60,79.80,0.20,52,Open,22,4s ago
37830,Cotton Nov 26,Singapore,D-2874,Luca Perez,81.30,81.55,0.25,65,Filled,23,5s ago
37831,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,83.00,83.05,0.05,78,Monitoring,24,1s ago
37832,Wheat Mar 26,Sao Paulo,D-628,Noah Park,84.70,84.80,0.10,91,At risk,25,2s ago
37833,Copper May 26,Chicago,D-844,Iris Chen,86.40,86.55,0.15,8,Open,26,3s ago
37834,Nickel Jul 26,Singapore,D-1071,Sofia Bell,88.10,88.30,0.20,21,Filled,27,4s ago
37835,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,89.80,90.05,0.25,34,Monitoring,28,5s ago
37836,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,91.50,91.55,0.05,47,At risk,29,1s ago
37837,Cocoa Jan 26,Chicago,D-251,Maya Chen,61.20,61.30,0.10,60,Open,12,2s ago
37838,Cotton Mar 26,Singapore,D-628,Noah Park,62.90,63.05,0.15,73,Filled,13,3s ago
37839,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,64.60,64.80,0.20,86,Monitoring,14,4s ago
37840,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,66.30,66.55,0.25,8,At risk,15,5s ago
37841,Copper Sep 26,Chicago,D-1563,Theo Ivanov,68.00,68.05,0.05,16,Open,16,1s ago
37842,Nickel Nov 26,Singapore,D-2874,Luca Perez,69.70,69.80,0.10,29,Filled,17,2s ago
37843,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,71.40,71.55,0.15,42,Monitoring,18,3s ago
37844,Lithium Mar 26,Sao Paulo,D-628,Noah Park,73.10,73.30,0.20,55,At risk,19,4s ago
37845,Cocoa May 26,Chicago,D-844,Iris Chen,74.80,75.05,0.25,68,Open,20,5s ago
37846,Cotton Jul 26,Singapore,D-1071,Sofia Bell,76.50,76.55,0.05,81,Filled,21,1s ago
37847,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,78.20,78.30,0.10,94,Monitoring,22,2s ago
37848,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,79.90,80.05,0.15,11,At risk,23,3s ago
37849,Copper Jan 26,Chicago,D-251,Maya Chen,81.60,81.80,0.20,24,Open,24,4s ago
37850,Nickel Mar 26,Singapore,D-628,Noah Park,83.30,83.55,0.25,37,Filled,25,5s ago
37851,Aluminum May 26,Frankfurt,D-844,Iris Chen,85.00,85.05,0.05,50,Monitoring,26,1s ago
37852,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,86.70,86.80,0.10,63,At risk,27,2s ago
37853,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,88.40,88.55,0.15,76,Open,28,3s ago
37854,Cotton Nov 26,Singapore,D-2874,Luca Perez,90.10,90.30,0.20,89,Filled,29,4s ago
37855,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,91.80,92.05,0.25,8,Monitoring,12,5s ago
37856,Wheat Mar 26,Sao Paulo,D-628,Noah Park,61.50,61.55,0.05,19,At risk,13,1s ago
37857,Copper May 26,Chicago,D-844,Iris Chen,63.20,63.30,0.10,32,Open,14,2s ago
37858,Nickel Jul 26,Singapore,D-1071,Sofia Bell,64.90,65.05,0.15,45,Filled,15,3s ago
37859,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,66.60,66.80,0.20,58,Monitoring,16,4s ago
37860,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,68.30,68.55,0.25,71,At risk,17,5s ago
